phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
L12_PSORI_GUTTATE	Guttate psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	389	397564	gs://finngen-public-data-r10/summary_stats/finngen_R10_L12_PSORI_GUTTATE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_L12_PSORI_GUTTATE.gz
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	XII Diseases of the skin and subcutaneous tissue (L12_)	2755	385509	gs://finngen-public-data-r10/summary_stats/finngen_R10_L12_LICHENSCLERATROPH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_L12_LICHENSCLERATROPH.gz
L12_GRANUANNU	Granuloma annulare	XII Diseases of the skin and subcutaneous tissue (L12_)	394	385509	gs://finngen-public-data-r10/summary_stats/finngen_R10_L12_GRANUANNU.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_L12_GRANUANNU.gz
L12_ATROPHICSKIN	Atrophic disorders of skin	XII Diseases of the skin and subcutaneous tissue (L12_)	4293	385509	gs://finngen-public-data-r10/summary_stats/finngen_R10_L12_ATROPHICSKIN.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_L12_ATROPHICSKIN.gz
L12_ACNE	Acne	XII Diseases of the skin and subcutaneous tissue (L12_)	3245	394105	gs://finngen-public-data-r10/summary_stats/finngen_R10_L12_ACNE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_L12_ACNE.gz
K11_OTHINFLIV	Other inflammatory liver diseases	XI Diseases of the digestive system (K11_)	1989	400247	gs://finngen-public-data-r10/summary_stats/finngen_R10_K11_OTHINFLIV.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_K11_OTHINFLIV.gz
K11_OTHDISDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)	11536	394391	gs://finngen-public-data-r10/summary_stats/finngen_R10_K11_OTHDISDIG.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_K11_OTHDISDIG.gz
K11_GASTRODUOULC	Gastroduodenal ulcer	XI Diseases of the digestive system (K11_)	10021	350064	gs://finngen-public-data-r10/summary_stats/finngen_R10_K11_GASTRODUOULC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_K11_GASTRODUOULC.gz
K11_CHOLECYST	Cholecystitis	XI Diseases of the digestive system (K11_)	4697	361641	gs://finngen-public-data-r10/summary_stats/finngen_R10_K11_CHOLECYST.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_K11_CHOLECYST.gz
K11_CHOLANGI_STRICT	Cholangitis (primary sclerosing, PSC), with reimbursement 202	Gastrointestinal endpoints	545	387771	gs://finngen-public-data-r10/summary_stats/finngen_R10_K11_CHOLANGI_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_K11_CHOLANGI_STRICT.gz
K11_CHOLANGI	Cholangitis (primary sclerosing, PSC)	XI Diseases of the digestive system (K11_)	1843	361641	gs://finngen-public-data-r10/summary_stats/finngen_R10_K11_CHOLANGI.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_K11_CHOLANGI.gz
K11_BARRET	Barrett oesophagus	XI Diseases of the digestive system (K11_)	1259	350064	gs://finngen-public-data-r10/summary_stats/finngen_R10_K11_BARRET.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_K11_BARRET.gz
J10_PNEUMOBACT	Bacterial pneumoniae	X Diseases of the respiratory system (J10_)	17511	344010	gs://finngen-public-data-r10/summary_stats/finngen_R10_J10_PNEUMOBACT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_J10_PNEUMOBACT.gz
J10_PLEURA	Other diseases of pleura	X Diseases of the respiratory system (J10_)	16728	395453	gs://finngen-public-data-r10/summary_stats/finngen_R10_J10_PLEURA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_J10_PLEURA.gz
J10_EMPHYSEMA	Emphysema	X Diseases of the respiratory system (J10_)	2128	338303	gs://finngen-public-data-r10/summary_stats/finngen_R10_J10_EMPHYSEMA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_J10_EMPHYSEMA.gz
J10_BRONCHIOLITIS	Acute bronchiolitis	X Diseases of the respiratory system (J10_)	2197	389307	gs://finngen-public-data-r10/summary_stats/finngen_R10_J10_BRONCHIOLITIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_J10_BRONCHIOLITIS.gz
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	X Diseases of the respiratory system (J10_)	40768	335032	gs://finngen-public-data-r10/summary_stats/finngen_R10_J10_ACUTEUPPERINFEC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_J10_ACUTEUPPERINFEC.gz
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	X Diseases of the respiratory system (J10_)	5109	389307	gs://finngen-public-data-r10/summary_stats/finngen_R10_J10_ACUTELOWERNAS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_J10_ACUTELOWERNAS.gz
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency	Interstitial lung disease endpoints	813	407609	gs://finngen-public-data-r10/summary_stats/finngen_R10_ILD_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ILD_INSUFFICIENCY.gz
I9_VARICVEOES	Oesophageal varices	IX Diseases of the circulatory system (I9_)	1102	357111	gs://finngen-public-data-r10/summary_stats/finngen_R10_I9_VARICVEOES.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_I9_VARICVEOES.gz
I9_TIA	Transient ischemic attack	IX Diseases of the circulatory system (I9_)	19930	374310	gs://finngen-public-data-r10/summary_stats/finngen_R10_I9_TIA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_I9_TIA.gz
H8_VERTIGO	Disorders of vestibular function (Vertigo)	VIII Diseases of the ear and mastoid process (H8_)	16443	392202	gs://finngen-public-data-r10/summary_stats/finngen_R10_H8_VERTIGO.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H8_VERTIGO.gz
H8_HL_MIX_NAS	Mixed conductive and sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	3894	362353	gs://finngen-public-data-r10/summary_stats/finngen_R10_H8_HL_MIX_NAS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H8_HL_MIX_NAS.gz
H8_EXT_OTH	Other otitis externa (chronic)	VIII Diseases of the ear and mastoid process (H8_)	1871	400759	gs://finngen-public-data-r10/summary_stats/finngen_R10_H8_EXT_OTH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H8_EXT_OTH.gz
H8_EXTERNAL	Diseases of external ear	VIII Diseases of the ear and mastoid process (H8_)	11422	400759	gs://finngen-public-data-r10/summary_stats/finngen_R10_H8_EXTERNAL.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H8_EXTERNAL.gz
H8_EUSTNAS	Other disorders of Eustachian tube	VIII Diseases of the ear and mastoid process (H8_)	758	384654	gs://finngen-public-data-r10/summary_stats/finngen_R10_H8_EUSTNAS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H8_EUSTNAS.gz
H7_STRABOTH	Other strabismus	VII Diseases of the eye and adnexa (H7_)	8023	394028	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_STRABOTH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_STRABOTH.gz
H7_RETINALDETACHTRACTION	Traction detachment of retina	VII Diseases of the eye and adnexa (H7_)	239	376650	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_RETINALDETACHTRACTION.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_RETINALDETACHTRACTION.gz
H7_RETINALDETACHBREAK	Retinal detachment with retinal break	VII Diseases of the eye and adnexa (H7_)	4024	376650	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_RETINALDETACHBREAK.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_RETINALDETACHBREAK.gz
H7_PTOSIS	Ptosis of eyelid	VII Diseases of the eye and adnexa (H7_)	3079	376237	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_PTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_PTOSIS.gz
H7_PAPILLOEDEMA	Papilloedema, unspecified	VII Diseases of the eye and adnexa (H7_)	615	409190	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_PAPILLOEDEMA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_PAPILLOEDEMA.gz
H7_ORBIT	Disorders of orbit	VII Diseases of the eye and adnexa (H7_)	1305	376237	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_ORBIT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_ORBIT.gz
H7_OPTNEURITIS	Optic neuritis	VII Diseases of the eye and adnexa (H7_)	1295	409190	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_OPTNEURITIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_OPTNEURITIS.gz
H7_MODVISIMPBINOC	Moderate visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	893	393216	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_MODVISIMPBINOC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_MODVISIMPBINOC.gz
H7_LACRIMALSYSTEM	Disorders of lacrimal system	VII Diseases of the eye and adnexa (H7_)	14748	376237	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_LACRIMALSYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_LACRIMALSYSTEM.gz
H7_IRIDONAS	Other and unspecified iridocyclitis	VII Diseases of the eye and adnexa (H7_)	1179	390647	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_IRIDONAS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_IRIDONAS.gz
H7_HETEROPHORIA	Heterophoria	VII Diseases of the eye and adnexa (H7_)	2529	394028	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_HETEROPHORIA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_HETEROPHORIA.gz
H7_EYEOTH	Other disorders of eye and adnexa	VII Diseases of the eye and adnexa (H7_)	4406	407775	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_EYEOTH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_EYEOTH.gz
H7_DIVERGSTRAB	Divergent concomitant strabismus	VII Diseases of the eye and adnexa (H7_)	2548	394028	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_DIVERGSTRAB.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_DIVERGSTRAB.gz
H7_CORNEALDYSTROPHY	Corneal degeneration	VII Diseases of the eye and adnexa (H7_)	341	390647	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_CORNEALDYSTROPHY.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_CORNEALDYSTROPHY.gz
H7_APHAKIA	Aphakia	VII Diseases of the eye and adnexa (H7_)	510	341546	gs://finngen-public-data-r10/summary_stats/finngen_R10_H7_APHAKIA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_H7_APHAKIA.gz
GRAVES_OPHT	Graves ophthalmopathy	IV Endocrine, nutritional and metabolic diseases (E4_)	691	411490	gs://finngen-public-data-r10/summary_stats/finngen_R10_GRAVES_OPHT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_GRAVES_OPHT.gz
G6_MYOMUSCINOTH	Disorders of myoneural junction and muscle in diseases classified elsewhere	VI Diseases of the nervous system (G6_)	208	408430	gs://finngen-public-data-r10/summary_stats/finngen_R10_G6_MYOMUSCINOTH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_G6_MYOMUSCINOTH.gz
G6_MIGRAINE_WITH_AURA	Migraine with aura	VI Diseases of the nervous system (G6_)	8970	312803	gs://finngen-public-data-r10/summary_stats/finngen_R10_G6_MIGRAINE_WITH_AURA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_G6_MIGRAINE_WITH_AURA.gz
G6_HEADACHE	Other headache syndromes	VI Diseases of the nervous system (G6_)	17484	312803	gs://finngen-public-data-r10/summary_stats/finngen_R10_G6_HEADACHE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_G6_HEADACHE.gz
G6_CERVROOT	Cervical root disorders	VI Diseases of the nervous system (G6_)	196	360538	gs://finngen-public-data-r10/summary_stats/finngen_R10_G6_CERVROOT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_G6_CERVROOT.gz
F5_VASCDEM	Vascular dementia	V Mental and behavioural disorders (F5_)	2717	393024	gs://finngen-public-data-r10/summary_stats/finngen_R10_F5_VASCDEM.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_F5_VASCDEM.gz
F5_SUBSNOALCO	Substance use, excluding alcohol	V Mental and behavioural disorders (F5_)	7232	385885	gs://finngen-public-data-r10/summary_stats/finngen_R10_F5_SUBSNOALCO.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_F5_SUBSNOALCO.gz
F5_PSYCHDEVOTH	Other and unspecified disorders of psychological development	V Mental and behavioural disorders (F5_)	312	407948	gs://finngen-public-data-r10/summary_stats/finngen_R10_F5_PSYCHDEVOTH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_F5_PSYCHDEVOTH.gz
F5_ALCOHOLAC	Acute alcohol intoxication	V Mental and behavioural disorders (F5_)	9884	385885	gs://finngen-public-data-r10/summary_stats/finngen_R10_F5_ALCOHOLAC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_F5_ALCOHOLAC.gz
ERECTILE_DYSFUNCTION	Erectile dysfunction	V Mental and behavioural disorders (F5_)	2418	179346	gs://finngen-public-data-r10/summary_stats/finngen_R10_ERECTILE_DYSFUNCTION.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_ERECTILE_DYSFUNCTION.gz
E4_THYTOXNOD	Thyrotoxicosis with toxic single thyroid nodule	IV Endocrine, nutritional and metabolic diseases (E4_)	246	403309	gs://finngen-public-data-r10/summary_stats/finngen_R10_E4_THYTOXNOD.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_E4_THYTOXNOD.gz
E4_THYROIDITAUTOIM	Autoimmune thyroiditis	IV Endocrine, nutritional and metabolic diseases (E4_)	539	349717	gs://finngen-public-data-r10/summary_stats/finngen_R10_E4_THYROIDITAUTOIM.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_E4_THYROIDITAUTOIM.gz
E4_HYPOCOMA	Nondiabetic hypoglycaemic coma	IV Endocrine, nutritional and metabolic diseases (E4_)	130	409393	gs://finngen-public-data-r10/summary_stats/finngen_R10_E4_HYPOCOMA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_E4_HYPOCOMA.gz
E4_GOITREDIFF	Nontoxic diffuse goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	906	349717	gs://finngen-public-data-r10/summary_stats/finngen_R10_E4_GOITREDIFF.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_E4_GOITREDIFF.gz
E4_DYSPOLYGL	Polyglandular dysfunction	IV Endocrine, nutritional and metabolic diseases (E4_)	71	395289	gs://finngen-public-data-r10/summary_stats/finngen_R10_E4_DYSPOLYGL.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_E4_DYSPOLYGL.gz
E4_CONGEIOD	Congenital iodine-deficiency syndrome/hypothyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	935	349717	gs://finngen-public-data-r10/summary_stats/finngen_R10_E4_CONGEIOD.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_E4_CONGEIOD.gz
E4_CARBO	Other disorders of carbohydrate metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	143	352232	gs://finngen-public-data-r10/summary_stats/finngen_R10_E4_CARBO.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_E4_CARBO.gz
DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT	Drug-induced systemic lupus erythematosus	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	203	411978	gs://finngen-public-data-r10/summary_stats/finngen_R10_DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT.gz
D3_OTHERBLOOD	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2059	404739	gs://finngen-public-data-r10/summary_stats/finngen_R10_D3_OTHERBLOOD.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_D3_OTHERBLOOD.gz
D3_ACQHAEMOLYTICANAEMIA	Acquired haemolytic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	654	411270	gs://finngen-public-data-r10/summary_stats/finngen_R10_D3_ACQHAEMOLYTICANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_D3_ACQHAEMOLYTICANAEMIA.gz
COPD_LATER	Later onset COPD	COPD and related endpoints	11519	172988	gs://finngen-public-data-r10/summary_stats/finngen_R10_COPD_LATER.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_COPD_LATER.gz
CHRONHEP_NAS	Chronic hepatitis NAS	Gastrointestinal endpoints	361	411820	gs://finngen-public-data-r10/summary_stats/finngen_R10_CHRONHEP_NAS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_CHRONHEP_NAS.gz
CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	846	324650	gs://finngen-public-data-r10/summary_stats/finngen_R10_CD2_HODGKIN_LYMPHOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_CD2_HODGKIN_LYMPHOMA_EXALLC.gz
CD2_FOLLICULAR_LYMPHOMA_EXALLC	Follicular lymphoma (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	1181	324650	gs://finngen-public-data-r10/summary_stats/finngen_R10_CD2_FOLLICULAR_LYMPHOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_CD2_FOLLICULAR_LYMPHOMA_EXALLC.gz
CD2_BENIGN_RECTOSIGMOID_JUNC	Benign neoplasm: Rectosigmoid junction	II Neoplasms from hospital discharges (CD2_)	1057	411124	gs://finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_RECTOSIGMOID_JUNC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_RECTOSIGMOID_JUNC.gz
CD2_BENIGN_OTHER_NOS	Benign neoplasm of other and unspecified sites	II Neoplasms from hospital discharges (CD2_)	938	411243	gs://finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_OTHER_NOS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_OTHER_NOS.gz
CD2_BENIGN_LIPO_SKIN_TRUNK	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	II Neoplasms from hospital discharges (CD2_)	4094	408087	gs://finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_LIPO_SKIN_TRUNK.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_LIPO_SKIN_TRUNK.gz
CD2_BENIGN_BREAST	Benign neoplasm of breast	II Neoplasms from hospital discharges (CD2_)	3875	226435	gs://finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_BREAST.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_CD2_BENIGN_BREAST.gz
C3_STOMACH_EXALLC	Malignant neoplasm of stomach (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1423	314193	gs://finngen-public-data-r10/summary_stats/finngen_R10_C3_STOMACH_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_C3_STOMACH_EXALLC.gz
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1626	314193	gs://finngen-public-data-r10/summary_stats/finngen_R10_C3_PANCREAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_C3_PANCREAS_EXALLC.gz
C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1510	314193	gs://finngen-public-data-r10/summary_stats/finngen_R10_C3_NSCLC_SQUAM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_C3_NSCLC_SQUAM_EXALLC.gz
C3_MENINGIOMA_EXALLC	Brain meningioma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1316	313392	gs://finngen-public-data-r10/summary_stats/finngen_R10_C3_MENINGIOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_C3_MENINGIOMA_EXALLC.gz
C3_HEAD_AND_NECK_EXALLC	Malignant neoplasm of head and neck (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2281	314193	gs://finngen-public-data-r10/summary_stats/finngen_R10_C3_HEAD_AND_NECK_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_C3_HEAD_AND_NECK_EXALLC.gz
C3_BLADDER_EXALLC	Malignant neoplasm of bladder (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2193	314193	gs://finngen-public-data-r10/summary_stats/finngen_R10_C3_BLADDER_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_C3_BLADDER_EXALLC.gz
C3_BILIARY_GALLBLADDER_EXALLC	Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1207	314193	gs://finngen-public-data-r10/summary_stats/finngen_R10_C3_BILIARY_GALLBLADDER_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_C3_BILIARY_GALLBLADDER_EXALLC.gz
BRONCHITIS	Bronchitis	Asthma and related endpoints	61251	350930	gs://finngen-public-data-r10/summary_stats/finngen_R10_BRONCHITIS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_BRONCHITIS.gz
BLEEDING	Bleeding	Miscellaneous, not yet classified endpoints	39231	372950	gs://finngen-public-data-r10/summary_stats/finngen_R10_BLEEDING.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_BLEEDING.gz
AB1_WHOOPCOUGH	Whooping cough	I Certain infectious and parasitic diseases (AB1_)	169	363227	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_WHOOPCOUGH.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_WHOOPCOUGH.gz
AB1_VIRAL_WARTS	Viral warts	I Certain infectious and parasitic diseases (AB1_)	3240	396378	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_WARTS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_WARTS.gz
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE	Viral infections characterized by skin and mucous membrane lesions	I Certain infectious and parasitic diseases (AB1_)	15803	396378	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_SKIN_MUCOUS_MEMBRANE.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_SKIN_MUCOUS_MEMBRANE.gz
AB1_VIRAL_OTHER_INTEST_INFECTIONS	Viral and other specified intestinal infections	I Certain infectious and parasitic diseases (AB1_)	8582	367214	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_OTHER_INTEST_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_OTHER_INTEST_INFECTIONS.gz
AB1_VIRAL_INOTHER	Viral agents as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	577	409329	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_INOTHER.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_INOTHER.gz
AB1_VIRAL_HEMOR_FEVER_NOS	Viral haemorrhagic fevers, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	2436	409137	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_HEMOR_FEVER_NOS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_VIRAL_HEMOR_FEVER_NOS.gz
AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST	Pediculosis, acariasis and other infestations	I Certain infectious and parasitic diseases (AB1_)	1696	410485	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST.gz
AB1_OTHER_BACTERIAL	Other bacterial diseases	I Certain infectious and parasitic diseases (AB1_)	48954	363227	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_BACTERIAL.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_OTHER_BACTERIAL.gz
AB1_MYCOSES	Mycoses	I Certain infectious and parasitic diseases (AB1_)	8968	403213	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_MYCOSES.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_MYCOSES.gz
AB1_GASTROENTERITIS_NOS	Diarrhoea and gastroenteritis of presumed infectious origin	I Certain infectious and parasitic diseases (AB1_)	32210	367214	gs://finngen-public-data-r10/summary_stats/finngen_R10_AB1_GASTROENTERITIS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_AB1_GASTROENTERITIS_NOS.gz
VWXY20_SUICI_OTHER_INTENTI_SELF_H	Suicide or other Intentional self-harm	Psychiatric endpoints from Katri Räikkönen	9771	402410	gs://finngen-public-data-r10/summary_stats/finngen_R10_VWXY20_SUICI_OTHER_INTENTI_SELF_H.gz	https://storage.googleapis.com/finngen-public-data-r10/summary_stats/finngen_R10_VWXY20_SUICI_OTHER_INTENTI_SELF_H.gz
